FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Energía y Agua;ENA_C_003_5B;Gestión deL montaje y mantenimiento de centrales eléctricas;3;UC1533_2;Ejecutar operaciones de mantenimiento en subestaciones eléctricas
Energía y Agua;ENA_C_004_5B;Gestión del montaje y mantenimiento de subestaciones eléctricas;3;UC1530_2;Prevenir riesgos en instalaciones eléctricas de alta tensión
Energía y Agua;ENA_C_004_5B;Gestión del montaje y mantenimiento de subestaciones eléctricas;3;UC1531_3;Gestionar el montaje de subestaciones eléctricas
Energía y Agua;ENA_C_004_5B;Gestión del montaje y mantenimiento de subestaciones eléctricas;3;UC1532_3;Supervisar la operación y el mantenimiento de subestaciones eléctricas
Energía y Agua;ENA_C_004_5B;Gestión del montaje y mantenimiento de subestaciones eléctricas;3;UC1533_2;Ejecutar operaciones de mantenimiento en subestaciones eléctricas
Energía y Agua;ENA_C_005_5B;Gestión del montaje y mantenimiento de parques eólicos;3;UC0615_3;Gestionar la construcción y el montaje de instalaciones de energía eólica
Energía y Agua;ENA_C_005_5B;Gestión del montaje y mantenimiento de parques eólicos;3;UC0616_3;Gestionar la puesta en marcha y operación de los activos eólicos con el apoyo de los centros de control
Energía y Agua;ENA_C_005_5B;Gestión del montaje y mantenimiento de parques eólicos;3;UC0617_3;Gestionar el mantenimiento de instalaciones de energía eólica
Energía y Agua;ENA_C_005_5B;Gestión del montaje y mantenimiento de parques eólicos;3;UC0618_2;Prevenir riesgos profesionales y actuar en casos de emergencia en parques eólicos
Energía y Agua;ENA_C_005_5B;Gestión del montaje y mantenimiento de parques eólicos;3;UC0619_2;Montar y mantener instalaciones de energía eólica
Energía y Agua;ENA_C_006_5B;Organización y proyectos de instalaciones solares fotovoltaicas;3;UC0842_3;Determinar la viabilidad de proyectos de instalaciones solares
Energía y Agua;ENA_C_006_5B;Organización y proyectos de instalaciones solares fotovoltaicas;3;UC0843_3;Desarrollar proyectos de instalaciones solares fotovoltaicas
Energía y Agua;ENA_C_006_5B;Organización y proyectos de instalaciones solares fotovoltaicas;3;UC0844_3;Organizar y controlar el montaje de instalaciones solares fotovoltaicas
Energía y Agua;ENA_C_006_5B;Organización y proyectos de instalaciones solares fotovoltaicas;3;UC0845_3;Organizar y controlar el mantenimiento de instalaciones solares fotovoltaicas
Energía y Agua;ENA_C_007_5B;Optimización de redes e instalaciones de agua;3;UC0839_3;Controlar el desarrollo de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_007_5B;Optimización de redes e instalaciones de agua;3;UC0840_3;Supervisar la puesta en servicio de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_007_5B;Optimización de redes e instalaciones de agua;3;UC0841_3;Organizar el mantenimiento de instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_007_5B;Optimización de redes e instalaciones de agua;3;UC2204_3;Realizar diagnóstico y propuestas de mejora de redes e instalaciones de agua
Energía y Agua;ENA_C_007_5B;Optimización de redes e instalaciones de agua;3;UC2205_3;Realizar diagnóstico y propuestas de optimización energética en redes e instalaciones de agua
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0838_3;Colaborar en la planificación de la ejecución de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0839_3;Controlar el desarrollo de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0840_3;Supervisar la puesta en servicio de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0841_3;Organizar el mantenimiento de instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC2204_3;Realizar diagnóstico y propuestas de mejora de redes e instalaciones de agua
Energía y Agua;ENA_C_008_5B;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC2205_3;Realizar diagnóstico y propuestas de optimización energética en redes e instalaciones de agua
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0838_3;Colaborar en la planificación de la ejecución de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0838_3;Colaborar en la planificación de la ejecución de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0838_3;Colaborar en la planificación de la ejecución de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0839_3;Controlar el desarrollo de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0839_3;Controlar el desarrollo de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0839_3;Controlar el desarrollo de obras de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0840_3;Supervisar la puesta en servicio de redes e instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0841_3;Organizar el mantenimiento de instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0841_3;Organizar el mantenimiento de instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0109;Organización y control del montaje y mantenimiento de redes e instalaciones de agua y saneamiento;3;UC0841_3;Organizar el mantenimiento de instalaciones de abastecimiento y distribución de agua y saneamiento
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC1196_3;GESTIONAR EL USO EFICIENTE DEL AGUA EN EDIFICACIÓN
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC1196_3;GESTIONAR EL USO EFICIENTE DEL AGUA EN EDIFICACIÓN
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2204_3;Realizar diagnóstico y propuestas de mejora de redes e instalaciones de agua
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2204_3;Realizar diagnóstico y propuestas de mejora de redes e instalaciones de agua
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2205_3;Realizar diagnóstico y propuestas de optimización energética en redes e instalaciones de agua
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2205_3;Realizar diagnóstico y propuestas de optimización energética en redes e instalaciones de agua
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2206_3;Desarrollar proyectos de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2206_3;Desarrollar proyectos de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2206_3;Desarrollar proyectos de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2206_3;Desarrollar proyectos de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2207_3;Organizar y supervisar el montaje y mantenimiento de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2207_3;Organizar y supervisar el montaje y mantenimiento de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2207_3;Organizar y supervisar el montaje y mantenimiento de instalaciones de agua a pequeña escala
Energía y Agua;ENAA0112;Gestión del uso eficiente del agua;3;UC2208_3;Promover el uso eficiente del agua
